Longitude,Latitude,Magnitude,Time,Timestamp,Week,Location
101.42,27.93,4.4,2017-09-12 19:26:40,1505215600,50,四川凉山州木里县
105.0,32.27,5.4,2017-09-30 14:14:37,1506752077,52,四川广元市青川县
103.8,33.23,4.0,2017-10-06 18:25:34,1507285534,53,四川阿坝州九寨沟县
105.52,32.51,3.6,2017-10-13 04:03:50,1507838630,54,四川广元市青川县
103.7,31.22,3.8,2017-11-06 08:34:13,1509928453,58,四川成都市彭州市
103.79,33.21,4.5,2017-11-07 05:31:08,1510003868,58,四川阿坝州九寨沟县
103.97,31.54,4.2,2017-11-10 11:03:14,1510282994,58,四川德阳市绵竹市
99.32,23.93,4.6,2018-01-04 05:35:33,1515015333,66,云南临沧市永德县
101.32,27.95,3.5,2018-02-06 15:03:23,1517900603,71,四川凉山州木里县
99.98,27.24,4.0,2018-02-15 11:27:41,1518665261,72,云南迪庆州香格里拉市
105.02,32.29,4.4,2018-02-18 11:44:11,1518925451,72,四川广元市青川县
100.79,24.47,4.0,2018-02-20 22:09:57,1519135797,73,云南普洱市景东县
101.55,30.46,4.2,2018-02-22 08:10:48,1519258248,73,四川甘孜州道孚县
101.54,30.47,3.5,2018-02-24 17:55:33,1519466133,73,四川甘孜州道孚县
98.43,23.63,3.6,2018-03-10 06:08:37,1520633317,75,缅甸
98.85,25.09,3.7,2018-03-14 11:15:04,1520997304,76,云南保山市隆阳区
101.77,25.21,3.7,2018-04-01 21:10:13,1522588213,78,云南楚雄州禄丰县
103.47,28.12,3.8,2018-05-08 23:11:32,1525792292,84,云南昭通市永善县
102.28,29.19,4.3,2018-05-16 16:46:11,1526460371,85,四川雅安市石棉县
102.27,29.18,4.3,2018-05-16 16:46:40,1526460400,85,四川雅安市石棉县
104.57,32.17,4.0,2018-06-29 08:42:18,1530232938,91,四川绵阳市平武县
103.28,30.36,3.6,2018-07-06 13:19:45,1530854385,92,四川成都市邛崃市
102.34,33.12,3.7,2018-07-22 08:44:13,1532220253,94,四川阿坝州阿坝县
104.54,29.55,3.6,2018-07-23 06:43:49,1532299429,95,四川内江市威远县
104.55,29.55,4.2,2018-07-23 07:02:03,1532300523,95,四川内江市威远县
101.35,27.93,3.7,2018-08-04 22:56:43,1533394603,96,四川凉山州木里县
103.31,28.63,3.8,2018-08-11 14:11:30,1533967890,97,四川乐山市马边县
102.71,24.19,5.0,2018-08-13 01:44:24,1534095864,98,云南玉溪市通海县
102.72,24.18,3.5,2018-08-13 01:49:23,1534096163,98,云南玉溪市通海县
102.71,24.19,5.0,2018-08-14 03:50:36,1534189836,98,云南玉溪市通海县
104.0,27.43,4.4,2018-08-15 21:28:11,1534339691,98,贵州毕节市威宁县
103.96,27.42,3.8,2018-08-18 01:36:37,1534527397,98,贵州毕节市威宁县
101.39,27.92,3.7,2018-08-29 04:46:42,1535489202,100,四川凉山州木里县
101.53,23.28,5.9,2018-09-08 10:31:29,1536373889,101,云南普洱市墨江县
101.57,23.27,4.1,2018-09-08 10:34:25,1536374065,101,云南普洱市墨江县
101.6,23.28,4.7,2018-09-08 10:35:58,1536374158,101,云南普洱市墨江县
105.69,32.75,5.3,2018-09-12 19:06:34,1536750394,102,陕西汉中市宁强县
102.21,25.89,4.5,2018-10-17 13:29:18,1539754158,107,云南楚雄州武定县
102.08,27.7,5.1,2018-10-31 16:29:55,1540974595,109,四川凉山州西昌市
98.81,29.62,4.9,2018-12-13 23:32:50,1544715170,115,西藏昌都市芒康县
98.82,29.61,4.4,2018-12-13 23:39:42,1544715582,115,西藏昌都市芒康县
98.81,29.59,3.6,2018-12-14 01:15:05,1544721305,115,西藏昌都市芒康县
104.95,28.24,5.7,2018-12-16 12:46:07,1544935567,115,四川宜宾市兴文县
102.11,22.55,3.6,2018-12-27 15:30:07,1545895807,117,云南普洱市江城县
104.65,28.15,3.8,2018-12-28 16:21:08,1545985268,117,四川宜宾市筠连县
104.86,28.2,5.3,2019-01-03 08:48:06,1546476486,118,四川宜宾市珙县
100.23,26.09,3.5,2019-01-08 01:15:36,1546881336,119,云南大理州鹤庆县
99.38,28.49,3.6,2019-01-08 08:49:24,1546908564,119,四川甘孜州得荣县
102.27,31.77,3.8,2019-01-11 17:49:50,1547200190,119,四川阿坝州马尔康市
98.47,31.37,3.8,2019-02-01 12:12:29,1548994349,122,西藏昌都市江达县
100.93,27.11,4.1,2019-02-02 05:26:06,1549056366,122,云南丽江市宁蒗县
102.38,29.04,3.6,2019-02-08 18:00:45,1549620045,123,四川雅安市石棉县
104.49,29.47,4.7,2019-02-24 05:38:10,1550957890,125,四川自贡市荣县
104.5,29.46,4.3,2019-02-25 08:40:26,1551055226,126,四川自贡市荣县
104.49,29.48,4.9,2019-02-25 13:15:59,1551071759,126,四川自贡市荣县
99.31,23.94,4.4,2019-03-08 03:37:19,1551987439,127,云南临沧市永德县
103.01,30.43,4.5,2019-05-02 15:57:58,1556783878,135,四川雅安市芦山县
103.53,28.07,4.7,2019-05-16 04:33:31,1557952411,137,云南昭通市永善县
103.63,28.11,4.1,2019-06-05 15:26:55,1559719615,140,云南昭通市永善县
103.75,33.33,3.6,2019-06-16 20:51:13,1560689473,141,四川阿坝州九寨沟县
104.9,28.34,6.0,2019-06-17 22:55:43,1560783343,142,四川宜宾市长宁县
104.84,28.39,3.6,2019-06-17 23:09:01,1560784141,142,四川宜宾市长宁县
104.77,28.43,5.1,2019-06-17 23:36:01,1560785761,142,四川宜宾市珙县
104.85,28.39,4.1,2019-06-18 00:29:07,1560788947,142,四川宜宾市长宁县
104.87,28.39,4.2,2019-06-18 00:37:55,1560789475,142,四川宜宾市长宁县
104.92,28.39,3.8,2019-06-18 00:39:11,1560789551,142,四川宜宾市长宁县
104.87,28.38,4.5,2019-06-18 05:03:25,1560805405,142,四川宜宾市长宁县
104.79,28.41,3.9,2019-06-18 05:04:03,1560805443,142,四川宜宾市珙县
104.81,28.4,3.8,2019-06-18 05:49:14,1560808154,142,四川宜宾市珙县
104.89,28.37,5.3,2019-06-18 07:34:33,1560814473,142,四川宜宾市长宁县
104.8,28.39,3.7,2019-06-18 08:14:52,1560816892,142,四川宜宾市珙县
104.75,28.43,3.7,2019-06-18 14:38:35,1560839915,142,四川宜宾市长宁县
104.75,28.41,3.7,2019-06-20 22:01:16,1561039276,142,四川宜宾市珙县
104.78,28.43,3.6,2019-06-21 15:09:55,1561100995,142,四川宜宾市珙县
104.83,28.37,3.6,2019-06-22 20:30:26,1561206626,142,四川宜宾市珙县
104.77,28.43,5.4,2019-06-22 22:29:56,1561213796,142,四川宜宾市珙县
104.82,28.39,4.6,2019-06-23 08:28:17,1561249697,142,四川宜宾市珙县
104.83,28.37,3.8,2019-06-24 07:34:58,1561332898,143,四川宜宾市珙县
104.8,28.44,4.1,2019-06-24 09:23:15,1561339395,143,四川宜宾市长宁县
101.67,24.98,4.7,2019-06-24 21:24:21,1561382661,143,云南楚雄州楚雄市
104.93,28.21,3.9,2019-06-27 16:01:19,1561622479,143,四川宜宾市兴文县
104.85,28.4,4.8,2019-07-03 12:26:53,1562128013,144,四川宜宾市长宁县
104.74,28.41,5.6,2019-07-04 10:17:58,1562206678,144,四川宜宾市珙县
100.62,26.16,4.9,2019-07-21 20:23:28,1563711808,146,云南丽江市永胜县
104.91,28.35,4.1,2019-07-22 16:26:36,1563783996,147,四川宜宾市长宁县
104.74,28.17,3.8,2019-07-30 01:04:34,1564419874,148,四川宜宾市珙县
104.87,28.36,4.1,2019-08-13 06:31:53,1565649113,150,四川宜宾市长宁县
101.99,23.34,3.9,2019-08-31 06:24:54,1567203894,152,云南玉溪市元江县
104.8,28.44,3.9,2019-09-06 15:25:33,1567754733,153,四川宜宾市长宁县
104.79,29.55,5.4,2019-09-08 06:42:13,1567896133,153,四川内江市威远县
104.53,29.51,4.3,2019-09-08 10:36:22,1567910182,153,四川内江市威远县
104.49,29.51,4.0,2019-09-10 01:27:43,1568050063,154,四川自贡市荣县
104.78,28.41,4.0,2019-09-12 20:17:53,1568290673,154,四川宜宾市珙县
102.23,28.26,3.5,2019-09-21 00:33:09,1568997189,155,四川凉山州冕宁县
100.39,30.61,3.9,2019-10-01 04:51:53,1569876713,157,四川甘孜州新龙县
99.03,24.57,3.5,2019-10-15 01:23:55,1571073835,159,云南保山市龙陵县
104.94,28.32,3.7,2019-10-21 08:25:37,1571617537,160,四川宜宾市长宁县
102.35,29.07,3.6,2019-10-31 16:03:34,1572509014,161,四川雅安市石棉县
102.77,24.39,3.5,2019-11-01 03:37:23,1572550643,161,云南玉溪市江川区
104.99,28.17,4.1,2019-11-10 06:46:51,1573339611,162,四川宜宾市兴文县
100.61,28.23,3.9,2019-11-19 04:14:16,1574108056,164,四川凉山州木里县
99.7,25.97,4.3,2019-11-25 01:02:35,1574614955,165,云南大理州洱源县
104.95,28.35,4.0,2019-11-27 21:03:02,1574859782,165,四川宜宾市长宁县
100.93,27.64,3.6,2019-11-30 23:58:51,1575129531,165,四川凉山州盐源县
104.25,31.56,4.6,2019-12-09 15:20:57,1575876057,167,四川绵阳市安州区
104.82,29.59,5.2,2019-12-18 08:14:05,1576628045,168,四川内江市资中县
105.0,32.28,3.7,2019-12-27 03:24:56,1577388296,169,四川广元市青川县
104.88,28.43,3.8,2019-12-29 08:47:12,1577580432,169,四川宜宾市长宁县
105.01,29.02,4.3,2020-01-01 11:01:57,1577847717,170,四川自贡市富顺县
104.93,28.21,4.1,2020-01-08 01:09:37,1578416977,171,四川宜宾市兴文县
103.11,25.54,4.2,2020-01-15 19:34:25,1579088065,172,云南昆明市寻甸县
103.13,31.66,4.5,2020-01-22 15:08:33,1579676913,173,四川阿坝州理县
101.9,23.35,3.5,2020-01-23 05:26:23,1579728383,173,云南红河州红河县
104.46,30.74,5.1,2020-02-03 00:05:41,1580659541,175,四川成都市青白江区
104.73,28.48,3.9,2020-02-03 23:55:51,1580745351,175,四川宜宾市珙县
104.5,29.48,4.4,2020-02-16 04:28:19,1581798499,176,四川自贡市荣县
103.51,28.09,3.9,2020-02-28 07:56:17,1582847777,178,云南昭通市永善县
105.39,32.62,3.9,2020-03-06 11:34:44,1583465684,179,四川广元市青川县
104.99,28.67,3.6,2020-03-17 10:30:37,1584412237,181,四川宜宾市长宁县
103.05,27.1,3.6,2020-03-18 16:43:41,1584521021,181,云南昭通市巧家县
101.93,23.73,3.5,2020-04-11 04:03:06,1586548986,184,云南玉溪市元江县
104.84,28.42,4.1,2020-04-23 17:04:40,1587632680,186,四川宜宾市长宁县
104.74,28.17,3.6,2020-05-10 15:42:28,1589096548,188,四川宜宾市珙县
103.16,27.18,5.0,2020-05-18 21:47:59,1589809679,190,云南昭通市巧家县
103.16,27.18,3.5,2020-05-19 04:35:53,1589834153,190,云南昭通市巧家县
104.74,28.18,3.8,2020-05-22 03:12:50,1590088370,190,四川宜宾市珙县
103.63,29.0,3.8,2020-05-26 20:34:50,1590496490,191,四川乐山市马边县
98.43,23.82,4.3,2020-06-02 09:44:08,1591062248,192,缅甸
100.86,31.18,3.6,2020-06-03 02:57:56,1591124276,192,四川甘孜州炉霍县
104.73,28.19,4.0,2020-06-12 21:03:39,1591967019,193,四川宜宾市珙县
102.62,22.51,4.7,2020-06-16 14:12:26,1592287946,194,越南
104.75,28.17,3.8,2020-06-23 22:12:22,1592921542,195,四川宜宾市珙县
104.77,28.17,3.7,2020-06-30 01:55:08,1593453308,196,四川宜宾市珙县
104.63,27.16,4.5,2020-07-02 11:11:35,1593659495,196,贵州毕节市赫章县
103.13,26.02,4.2,2020-07-08 10:39:59,1594175999,197,云南昆明市东川区
102.53,22.89,4.4,2020-07-12 13:21:56,1594531316,197,云南红河州绿春县
102.92,33.59,4.0,2020-07-12 15:03:26,1594537406,197,四川阿坝州若尔盖县
99.21,24.95,3.7,2020-07-31 03:28:36,1596137316,200,云南保山市隆阳区
101.6,23.41,3.5,2020-08-01 06:53:53,1596236033,200,云南普洱市墨江县
104.85,28.41,3.9,2020-08-06 17:08:13,1596704893,201,四川宜宾市长宁县
105.06,28.16,3.8,2020-08-11 13:41:48,1597124508,202,四川宜宾市兴文县
103.08,27.12,3.8,2020-09-08 13:30:13,1599543013,206,云南昭通市巧家县
104.79,28.4,3.6,2020-09-16 15:03:08,1600239788,207,四川宜宾市珙县
105.05,28.1,3.8,2020-09-26 04:34:09,1601066049,208,云南昭通市威信县
104.17,28.07,3.5,2020-09-30 02:49:11,1601405351,209,云南昭通市盐津县
104.17,31.84,4.6,2020-10-21 12:04:47,1603253087,212,四川绵阳市北川县
104.18,31.83,4.7,2020-10-22 11:03:37,1603335817,212,四川绵阳市北川县
104.19,31.85,3.6,2020-10-25 02:04:33,1603562673,212,四川绵阳市北川县
104.53,29.52,3.6,2020-10-28 11:54:31,1603857271,213,四川内江市威远县
105.18,32.08,3.6,2020-10-31 14:38:08,1604126288,213,四川绵阳市江油市
104.73,28.17,4.1,2020-11-13 03:18:12,1605208692,215,四川宜宾市珙县
98.48,24.5,3.6,2020-11-21 22:04:46,1605967486,216,云南德宏州芒市
